COMID,Lat,Lon
8000425,50.11562617,92.47190637
8000426,50.11844391,90.32580628
8000427,50.12080684,91.86167467
8000428,50.11242377,91.06951669
8000429,50.12771126,91.14326473
8000430,50.13780676,93.14536625
8000431,50.10477532,94.4387495
8000432,50.18223132,94.60801085
8000433,50.11028266,92.04026959
8000434,50.09967095,92.44754833
8000435,50.1048228,90.73378739
8000436,50.09683325,94.74285022
8000437,50.10160883,75.85518408
8000438,50.11062763,75.8915251
8000439,50.09501017,91.98919979
8000440,50.1455757,90.16413704
8000441,50.09585009,90.26958294
8000442,50.18353356,94.1357879
8000443,50.15852603,94.51451447
8000444,50.08937777,93.24066193
8000445,50.09681365,90.97970745
8000446,50.1742095,92.80991431
8000447,50.09299446,90.73797229
8000448,50.09629761,89.66327756
8000449,50.0975849,89.79194221
8000450,50.07125,89.82541666
8000451,50.09388294,89.85938441
8000452,50.07593435,96.29775095
8000453,50.11756885,96.36295603
8000454,50.13523205,93.30452631
8000455,50.07860679,92.00119197
8000456,50.09626885,95.06781706
8000457,50.07354304,95.09354166
8000458,50.07996359,92.37631427
8000459,50.07307308,92.44414737
8000460,50.09512045,94.35359678
8000461,50.05250002,95.06708332
8000462,50.05589487,95.075657
8000463,50.06869682,91.41607341
8000464,50.12519369,91.63665039
8000465,50.06152337,92.93668477
8000466,50.04602575,92.97131917
8000467,50.07749391,92.03375241
8000468,50.04554264,95.034041
8000469,50.07703311,93.2965412
8000470,50.08479833,96.53727179
8000471,50.04048406,92.97416144
8000472,50.03727126,96.5590499
8000473,50.08115358,92.51499568
8000474,50.04269146,93.40342255
8000475,50.03291668,92.51124999
8000476,50.03228407,92.50991279
8000477,50.03464384,93.02234869
8000478,50.08121048,95.33855883
8000479,50.07414037,93.63672811
8000480,50.03804298,95.08047633
8000481,50.05262061,95.44562556
8000482,50.03021556,92.99342677
8000483,50.05710894,94.08160862
8000484,50.02356734,93.00154083
8000485,50.08574307,90.90631267
8000486,50.14483222,92.73616949
8000487,50.0204167,94.01041666
8000488,50.02684002,93.08273485
8000489,50.02593427,94.97387116
8000490,50.11194117,92.20160127
8000491,50.14537189,92.6580941
8000492,50.04365708,89.75138793
8000493,50.02156162,92.50118272
8000494,50.01947107,92.52221962
8000495,50.02982082,91.44375487
8000496,50.01692599,95.40344388
8000497,50.01215097,95.43622142
8000498,50.04437118,90.37713028
8000499,50.03480359,90.45388072
8000500,50.01083347,92.62541666
8000501,50.06182861,91.02298458
8000502,50.00946527,92.63999564
8000503,50.02463964,89.91622879
8000504,50.02061341,95.98105286
8000505,50.01987179,96.00327711
8000506,50.02010624,91.95763074
8000507,50.0255488,95.74906535
8000508,49.99976792,90.0271773
8000509,50.05005357,90.00830065
8000510,50.04272418,94.45531794
8000511,50.0042654,92.61331982
8000512,49.99860253,95.75334471
8000513,50.00405677,92.76138921
8000514,50.03509414,93.5759264
8000515,50.01455725,93.38378924
8000516,49.9925,93.41249999
8000517,50.01458978,95.03845146
8000518,49.99410461,92.66636547
8000519,49.99962728,91.41814007
8000520,50.03744106,94.62200783
8000521,49.99961314,95.44429216
8000522,50.01180659,96.72094611
8000523,49.99259237,96.72816079
8000524,50.02232033,95.55951446
8000525,50.0268791,96.14756651
8000526,49.99482621,96.1780449
8000527,49.99750301,92.5362501
8000528,50.00562041,92.9867831
8000529,50.01090105,96.51268975
8000530,50.00968854,97.11974434
8000531,50.05966358,91.84799884
8000532,49.99713089,94.0136667
8000533,49.98339458,91.41823826
8000534,49.98423267,90.27107749
8000535,50.03260377,90.27753159
8000536,49.9953887,92.80168486
8000537,49.9773604,96.51819368
